gene_id,chr,pos,abs_d,cohens_d,description,cog_description,func_category,signaling_layer,all_layers,tf_families,n_families,log2fc_drought,drought_cat,go_biological,kegg_pathway,n_variant_hybrids,n_ref_hybrids
Zm00001eb267380,chr6,50584394,4.525144469814204,4.525144469814204,XP_004960573.2 MACPF domain-containing protein At4g24290 [Setaria italica],MAC/Perforin domain,Unknown,Signal Transduction,Signal Transduction|Transcription Factor,MYB,1,0.998,Stable,,,10,4
Zm00001eb269310,chr6,71518134,2.1641728756155523,-2.1641728756155523,XP_021305767.1 probable transcriptional regulator SLK2 [Sorghum bicolor],LIM-domain binding protein,Unknown,Signal Transduction,Signal Transduction,MYB,1,0.35,Stable,,,3,13
Zm00001eb270660,chr6,82204827,2.357363701868566,-2.357363701868566,XP_002436481.1 nucleosome assembly protein 1;1 [Sorghum bicolor],Belongs to the nucleosome assembly protein (NAP) family,Unknown,Unknown,Unknown,TALE,1,0.53,Stable,,,10,6
Zm00001eb278070,chr6,117591379,1.5037420375863468,-1.5037420375863468,XP_002438462.1 ubiquitin-conjugating enzyme E2 28 [Sorghum bicolor],Belongs to the ubiquitin-conjugating enzyme family,Unknown,Protein Processing,Protein Processing,"C2H2,Dof,HD-ZIP,NAC,TCP",5,0.93,Stable,,"ko04013,ko04120,ko04141,ko04624,map04013,map04120,map04141,map04624",3,15
Zm00001eb282960,chr6,138884889,1.343075589730851,1.343075589730851,XP_004969597.1 60S ribosomal protein L13-2 [Setaria italica],Belongs to the eukaryotic ribosomal protein eL13 family,Unknown,Translation,Translation,"ARR-B,C2H2,Dof,G2-like",4,0.355,Stable,,"ko03010,map03010",5,9
Zm00001eb287610,chr6,156454369,3.203902110132901,-3.203902110132901,XP_021302969.1 BI1-like protein [Sorghum bicolor],Belongs to the BI1 family,Unknown,Unknown,Unknown,NONE,1,0.591,Stable,,,9,10
Zm00001eb288130,chr6,158295494,2.150577722344607,2.150577722344607,XP_002441100.1 probably inactive leucine-rich repeat receptor-like protein kinase At5g48380 [Sorghum bicolor],belongs to the protein kinase superfamily,Unknown,Receptor/Sensor,Receptor/Sensor|Signal Transduction|Transcription Factor|Metabolism,"C2H2,GRAS,MIKC_MADS,TALE",4,0.469,Stable,,,6,10
Zm00001eb289530,chr6,162420882,2.2084959121108656,2.2084959121108656,XP_002439908.1 protein YIPF1 homolog [Sorghum bicolor],Yip1 domain,Unknown,Unknown,Unknown,"Nin-like,TALE",2,0.241,Stable,,,9,9
Zm00001eb293310,chr6,171169950,2.6627355488071776,-2.6627355488071776,"XP_004961417.1 chaperone protein dnaJ C76, chloroplastic [Setaria italica]",4Fe-4S single cluster domain,Unknown,Protein Processing,Protein Processing,"MIKC_MADS,NAC,bZIP",3,0.423,Stable,,,5,14
Zm00001eb295120,chr6,174632784,1.8619740594255063,1.8619740594255063,XP_002440211.1 CDP-diacylglycerol--serine O-phosphatidyltransferase 2 [Sorghum bicolor],Phosphatidyl serine synthase,Unknown,Metabolism,Metabolism,"ERF,MYB,NAC,SBP",4,0.85,Stable,,"ko00564,ko01100,ko01110,map00564,map01100,map01110",12,6
Zm00001eb295170,chr6,174715533,1.8153955865546871,1.8153955865546871,sp|Q93YV6|2A5K_ARATH Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' kappa isoform OS=Arabidopsis t,The B regulatory subunit might modulate substrate selectivity and catalytic acti,Unknown,Signal Transduction,Signal Transduction,"BBR-BPC,C2H2,ERF,GRAS,TALE",5,-0.49,Stable,"GO:0007165,","ko03015,ko04071,ko04113,ko04114,ko04151,ko04152,ko04261,ko04728,ko05165,map03015,map04071,map04113,map04114,map04151,map04152,map04261,map04728,map05165",5,14
Zm00001eb301490,chr7,10735160,1.9410855150564548,1.9410855150564548,XP_040385477.1 xylanase inhibitor protein 1-like [Oryza brachyantha],Xylanase inhibitor protein 1,Unknown,Unknown,Unknown,"HD-ZIP,NAC,TALE",3,5.588,Strong up,,"ko00520,ko01100,map00520,map01100",6,13
Zm00001eb309560,chr7,89397106,3.520578909038956,-3.520578909038956,XP_021308919.1 lipid phosphate phosphatase 2-like isoform X2 [Sorghum bicolor],PAP2 superfamily,Unknown,Signal Transduction,Signal Transduction|Transcription Factor,"CPP,MYB",2,0.678,Stable,,"ko00561,ko00564,ko01110,map00561,map00564,map01110",9,9
Zm00001eb315000,chr7,131670304,2.7010650497920357,2.7010650497920357,XP_004957025.1 probable BRI1 kinase inhibitor 1 [Setaria italica],BRI1 kinase inhibitor,Unknown,Signal Transduction,Signal Transduction|Metabolism,NONE,1,1.089,Strong up,,"ko04075,map04075",4,15
Zm00001eb316080,chr7,136093429,1.9045320392958296,1.9045320392958296,XP_002460403.1 probable RNA 3'-terminal phosphate cyclase-like protein [Sorghum bicolor],RNA 3-terminal phosphate cyclase-like protein,Unknown,Unknown,Unknown,NONE,1,0.894,Stable,,"ko03008,map03008",11,6
Zm00001eb316700,chr7,138416698,3.1490789213321686,-3.1490789213321686,XP_015947520.1 uncharacterized protein LOC107472510 [Arachis duranensis],nan,Unknown,Unknown,Unknown,"C2H2,MYB_related",2,1.988,Strong up,,,5,14
Zm00001eb317810,chr7,143100402,2.763468427589063,2.763468427589063,XP_002462637.1 60S ribosomal protein L7a-1 [Sorghum bicolor],60S ribosomal protein L7a,Unknown,Translation,Translation,"ERF,MYB_related",2,0.753,Stable,,"ko03010,map03010",15,4
Zm00001eb320580,chr7,152271809,2.132742940570341,-2.132742940570341,XP_002460645.1 protein PHOX1 [Sorghum bicolor],PB1 domain,Unknown,Unknown,Unknown,"ERF,TALE",2,-0.331,Stable,,,8,9
Zm00001eb321330,chr7,154612148,2.1201122687053937,2.1201122687053937,XP_004957681.1 serine carboxypeptidase-like [Setaria italica],Belongs to the peptidase S10 family,Unknown,Protein Processing,Protein Processing,"GRAS,MIKC_MADS,NAC,Nin-like,TALE,TCP,bHLH",7,1.118,Strong up,,,6,12
Zm00001eb322430,chr7,161258452,1.820101042836913,-1.820101042836913,XP_015695016.2 lon protease-like [Oryza brachyantha],ATP-dependent protease La (LON) substrate-binding domain,Unknown,Protein Processing,Protein Processing,"C2H2,Nin-like,TALE",3,-0.52,Stable,,,3,13
Zm00001eb322850,chr7,162616610,2.258611268748007,2.258611268748007,XP_004957877.1 protein LHCP TRANSLOCATION DEFECT [Setaria italica],Protein LHCP TRANSLOCATION,Unknown,Unknown,Unknown,NONE,1,-1.251,Strong down,,,8,9
Zm00001eb322940,chr7,162807470,1.6639237476891189,-1.6639237476891189,nan,nan,Unknown,Unknown,Unknown,"ARR-B,C2H2,G2-like,GATA,GRAS,LBD,MIKC_MADS,TALE",8,0.482,Stable,,,7,11
Zm00001eb324270,chr7,166654451,2.854351666684522,2.854351666684522,XP_002460859.1 elongation factor 1-alpha [Sorghum bicolor],This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site ,Unknown,Signal Transduction,Signal Transduction|Translation,"C2H2,ERF,LBD,Nin-like",4,-0.417,Stable,,"ko03013,ko05134,map03013,map05134",6,10
Zm00001eb325750,chr7,170356482,1.9537764372555293,1.9537764372555293,XP_002460928.1 chitin-inducible gibberellin-responsive protein 2 [Sorghum bicolor],Belongs to the GRAS family,Unknown,Hormone,Hormone,"G2-like,WRKY",2,0.684,Stable,,,13,4
Zm00001eb327790,chr7,175487307,1.5809303343430303,1.5809303343430303,XP_020554896.1 40S ribosomal protein S6-like [Sesamum indicum],40S ribosomal protein S6,Unknown,Translation,Translation,"C2H2,TALE",2,0.589,Stable,,"ko01521,ko03010,ko04066,ko04150,ko04151,ko04371,ko04714,ko04910,ko05205,map01521,map03010,map04066,map04150,map04151,map04371,map04714,map04910,map05205",6,9
Zm00001eb329780,chr7,180169307,2.548671317761873,-2.548671317761873,XP_021308965.1 haloacid dehalogenase-like hydrolase domain-containing protein 3 [Sorghum bicolor],HAD-hyrolase-like,Unknown,Signal Transduction,Signal Transduction|Metabolism,"CPP,ERF,G2-like,NAC",4,-0.582,Stable,,,7,8
Zm00001eb331960,chr7,184734845,7.313591831593177,7.313591831593177,XP_021308684.1 beta-galactosidase 12 [Sorghum bicolor],Glycosyl hydrolases family 35,Unknown,Metabolism,Metabolism,"NAC,TCP",2,0.443,Stable,,,4,13
Zm00001eb333100,chr8,3885807,1.9944068305931155,1.9944068305931155,XP_002441298.1 calmodulin [Sorghum bicolor],Serine hydrolase (FSH1),Unknown,Signal Transduction,Signal Transduction|Metabolism,"EIL,MYB",2,0.81,Stable,,"ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,",6,13
Zm00001eb335350,chr8,13195128,2.1145856324838888,-2.1145856324838888,XP_021311394.1 plastidic glucose transporter 4 isoform X2 [Sorghum bicolor],Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) fam,Unknown,Membrane/Transport,Membrane/Transport|Transcription Factor,C2H2,1,0.997,Stable,,,10,9
Zm00001eb335640,chr8,14008624,2.086773530985622,-2.086773530985622,XP_004968156.1 protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1 [Setaria italica],Microtubule Interacting and Trafficking molecule domain,Unknown,Unknown,Unknown,"Dof,G2-like,HSF",3,0.209,Stable,,"ko04144,ko04217,map04144,map04217",11,7
Zm00001eb336310,chr8,16571666,2.0356181013936263,-2.0356181013936263,NP_001332089.1 Histone superfamily protein [Arabidopsis thaliana],Histone cluster 1,Unknown,Transcription Factor,Transcription Factor|Chromatin/Epigenetic,NONE,1,-0.299,Stable,,"ko05034,ko05202,ko05203,ko05322,map05034,map05202,map05203,map05322",4,14
Zm00001eb339310,chr8,29624422,1.8100285930152655,-1.8100285930152655,XP_021313648.1 putative ubiquitin-conjugating enzyme E2 38 [Sorghum bicolor],Belongs to the ubiquitin-conjugating enzyme family,Unknown,Protein Processing,Protein Processing,"ARF,Nin-like,RAV",3,0.416,Stable,,"ko04120,map04120",9,6
Zm00001eb343490,chr8,69576856,2.5924416296542545,-2.5924416296542545,XP_002440234.1 probable glucuronosyltransferase Os05g0559600 [Sorghum bicolor],Involved in the synthesis of glucuronoxylan hemicellulose in secondary cell wall,Unknown,Metabolism,Metabolism,"ERF,MYB,WRKY",3,0.451,Stable,,,11,4
Zm00001eb344340,chr8,74212102,2.3683562503991604,2.3683562503991604,"XP_002441555.1 malate dehydrogenase, mitochondrial [Sorghum bicolor]",Malate dehydrogenase,Unknown,Metabolism,Metabolism,"Dof,bHLH",2,0.524,Stable,,"ko00020,ko00270,ko00620,ko00630,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00270,map00620,map00630,map00710,map01100,map01110,map01120,map01130,map01200",7,8
Zm00001eb356280,chr8,138992533,2.668331204954375,-2.668331204954375,nan,nan,Unknown,Unknown,Unknown,"MYB,MYB_related,Trihelix",3,-0.045,Stable,,,8,5
Zm00001eb357970,chr8,146144410,2.293064242532769,2.293064242532769,XP_002455934.1 V-type proton ATPase subunit c''2 [Sorghum bicolor],Belongs to the V-ATPase proteolipid subunit family,Unknown,Unknown,Unknown,"ERF,NAC,Nin-like,bZIP",4,0.577,Stable,,"ko00190,ko01100,ko04142,ko04145,ko04721,ko05110,ko05120,ko05152,ko05323,map00190,map01100,map04142,map04145,map04721,map05110,map05120,map05152,map05323",5,12
Zm00001eb360250,chr8,154494525,2.1140533884354262,-2.1140533884354262,XP_004969523.1 auxin-responsive protein IAA5 [Setaria italica],Aux IAA proteins are short-lived transcriptional factors that function as repres,Unknown,Hormone,Hormone,"Dof,TCP",2,-0.297,Stable,,"ko04075,map04075",9,7
Zm00001eb360260,chr8,154506381,2.5420296378071634,2.5420296378071634,XP_004969524.2 protein ATAF2 [Setaria italica],No apical meristem (NAM) protein,Unknown,Unknown,Unknown,"C2H2,Dof,GRAS,MIKC_MADS",4,0.281,Stable,,,4,15
Zm00001eb360390,chr8,154951178,1.8816870182450085,1.8816870182450085,XP_004969542.1 uncharacterized protein LOC101780019 [Setaria italica],YT521-B-like domain,Unknown,Unknown,Unknown,SBP,1,-0.275,Stable,,,8,8
Zm00001eb365940,chr8,171206073,2.272348125964605,2.272348125964605,XP_021313301.1 serine/threonine-protein kinase rio2 [Sorghum bicolor],"Rio2, N-terminal",Unknown,Signal Transduction,Signal Transduction|Metabolism,"Dof,GRAS,MIKC_MADS,TALE,WRKY,bZIP",6,0.411,Stable,,"ko03008,map03008",7,8
Zm00001eb366050,chr8,171368481,2.5632794191115544,2.5632794191115544,XP_021313667.1 uncharacterized protein LOC110434194 isoform X2 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"C2H2,NAC,SBP,TALE,WRKY,bZIP",6,-0.17,Stable,,,10,8
Zm00001eb370290,chr8,179616196,1.07472545154466,-1.07472545154466,XP_006644760.2 formamidase-like [Oryza brachyantha],Acetamidase/Formamidase family,Unknown,Unknown,Unknown,"C2H2,NAC,bHLH,bZIP",4,-0.576,Stable,,"ko00460,ko00630,ko00910,ko01200,map00460,map00630,map00910,map01200",5,11
Zm00001eb370850,chr8,180764165,2.325544764162936,-2.325544764162936,XP_002458501.2 transcription factor VOZ1 [Sorghum bicolor],transcription factor,Unknown,Transcription Factor,Transcription Factor,NONE,1,-0.003,Stable,,,10,9
Zm00001eb371200,chr8,181730167,2.5344946963916644,-2.5344946963916644,XP_021311353.1 elongation factor 2 [Sorghum bicolor],Elongation factor 2,Unknown,Translation,Translation,"ARR-B,Dof,G2-like,MYB_related,Trihelix,bZIP",6,-0.072,Stable,,"ko04152,ko04921,map04152,map04921",7,11
Zm00001eb373580,chr9,10774790,1.6602529183513337,1.6602529183513337,XP_021305259.1 pantothenate kinase 1-like [Sorghum bicolor],Fumble,Unknown,Signal Transduction,Signal Transduction|Metabolism,"C2H2,NAC,Trihelix",3,0.181,Stable,,"ko00770,ko01100,map00770,map01100",8,11
Zm00001eb374160,chr9,13058820,2.633921684721882,2.633921684721882,XP_021306216.1 uncharacterized protein LOC110431424 [Sorghum bicolor],"5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)",Unknown,Hormone,Hormone,"C2H2,Dof,EIL,GRAS,MIKC_MADS",5,-0.044,Stable,,,11,8
Zm00001eb377470,chr9,22676829,3.041410938030894,-3.041410938030894,XP_021305067.1 U-box domain-containing protein 35 isoform X1 [Sorghum bicolor],Protein kinase domain,Unknown,Signal Transduction,Signal Transduction|Metabolism,"ERF,MYB,MYB_related,Trihelix,WOX",5,-0.904,Stable,,,4,14
Zm00001eb378810,chr9,27588012,3.006792439729751,3.006792439729751,XP_002468057.1 elongator complex protein 6 isoform X1 [Sorghum bicolor],Elongation complex protein 6,Unknown,Unknown,Unknown,NAC,1,0.461,Stable,,,3,13
Zm00001eb379950,chr9,34000550,2.0105873563987866,2.0105873563987866,XP_002436824.1 zinc finger protein CONSTANS-LIKE 16 [Sorghum bicolor],CCT motif,Unknown,Transcription Factor,Transcription Factor,"C2H2,MYB_related",2,-3.13,Strong down,,,6,13
Zm00001eb381470,chr9,46397613,2.0357283788875327,-2.0357283788875327,XP_002438307.1 65-kDa microtubule-associated protein 1 [Sorghum bicolor],Microtubule associated protein (MAP65/ASE1 family),Unknown,Unknown,Unknown,"ERF,LBD,TALE,TCP",4,1.491,Strong up,,,10,7
Zm00001eb384110,chr9,74126238,2.728481723734669,2.728481723734669,XP_002438585.1 beta-glucosidase 31 [Sorghum bicolor],Belongs to the glycosyl hydrolase 1 family,Unknown,Metabolism,Metabolism,"MYB,SBP",2,0.042,Stable,,"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110",6,11
Zm00001eb385450,chr9,88034220,2.048481055420191,-2.048481055420191,XP_021305774.1 protein NRT1/ PTR FAMILY 4.6 isoform X2 [Sorghum bicolor],POT family,Unknown,Unknown,Unknown,"MYB,Trihelix",2,0.107,Stable,,,5,11
Zm00001eb386220,chr9,94270267,2.353208614460676,2.353208614460676,"XP_002438642.1 heme oxygenase 1, chloroplastic [Sorghum bicolor]",Heme oxygenase,Unknown,Unknown,Unknown,NONE,1,-0.32,Stable,,"ko00860,ko01100,ko01110,map00860,map01100,map01110",3,13
Zm00001eb387030,chr9,99581548,1.5148667115096182,-1.5148667115096182,XP_021304409.1 phosphoenolpyruvate phosphatase [Sorghum bicolor],Purple acid phosphatase,Unknown,Signal Transduction,Signal Transduction|Hormone,"CPP,Dof,GRAS,LBD",4,1.413,Strong up,,,4,14
Zm00001eb393660,chr9,131018319,4.155709293425091,-4.155709293425091,XP_004983815.1 SUMO-conjugating enzyme SCE1 [Setaria italica],Belongs to the ubiquitin-conjugating enzyme family,Unknown,Protein Processing,Protein Processing,"GRAS,HD-ZIP,WOX",3,0.316,Stable,,"ko03013,ko04064,ko04120,ko05206,map03013,map04064,map04120,map05206",4,15
Zm00001eb395470,chr9,139156708,3.936818185586951,3.936818185586951,XP_003558010.1 probable arabinosyltransferase ARAD1 [Brachypodium distachyon],Exostosin family,Unknown,Metabolism,Metabolism,"G2-like,GATA",2,0.491,Stable,,,5,9
Zm00001eb396060,chr9,141202033,2.8374729660761338,-2.8374729660761338,XP_004984611.1 ubiquitin-conjugating enzyme E2 32 [Setaria italica],Belongs to the ubiquitin-conjugating enzyme family,Unknown,Protein Processing,Protein Processing,"ARF,G2-like",2,0.287,Stable,,"ko04120,ko04141,ko05012,map04120,map04141,map05012",12,7
Zm00001eb396520,chr9,142860542,2.252981731306229,2.252981731306229,XP_021303816.1 uncharacterized protein LOC110430400 isoform X2 [Sorghum bicolor],DnaJ domain,Unknown,Unknown,Unknown,"Dof,MYB,MYB_related,NAC",4,-2.757,Strong down,,,9,10
Zm00001eb397090,chr9,144227434,4.221908761750404,-4.221908761750404,XP_004984841.1 alpha-taxilin [Setaria italica],Myosin-like coiled-coil protein,Unknown,Unknown,Unknown,CPP,1,0.519,Stable,,,10,4
Zm00001eb398630,chr9,148791435,3.167548745015788,-3.167548745015788,XP_002468179.2 uncharacterized protein LOC8078851 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"ERF,NAC,WRKY",3,0.147,Stable,,,15,3
Zm00001eb404310,chr9,161194925,3.950054024266257,3.950054024266257,XP_004986053.1 myosin-2 heavy chain isoform X1 [Setaria italica],nan,Unknown,Unknown,Unknown,"ARF,ERF,LBD",3,0.189,Stable,,,5,13
Zm00001eb405450,chr10,2006861,5.308221308528998,5.308221308528998,XP_021321584.1 transcription factor MYB30 [Sorghum bicolor],"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains",Unknown,Transcription Factor,Transcription Factor,MYB,1,-1.514,Strong down,,,5,12
Zm00001eb406080,chr10,3735892,2.7982092159957124,-2.7982092159957124,XP_010922739.1 RING-H2 finger protein ATL74 [Elaeis guineensis],RING-like zinc finger,Unknown,Transcription Factor,Transcription Factor,"BBR-BPC,GRAS,MYB,TALE",4,-1.721,Strong down,,,3,14
Zm00001eb406760,chr10,5111246,1.9719257867445232,1.9719257867445232,XP_002442811.1 ACT domain-containing protein ACR12 [Sorghum bicolor],protein DS12 from 2D-PAGE of leaf,Unknown,Signal Transduction,Signal Transduction,"ERF,LBD,NAC,TALE",4,0.315,Stable,,,6,11
Zm00001eb407090,chr10,6211300,1.703172273664204,1.703172273664204,XP_002442837.1 uncharacterized protein LOC8079844 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"C2H2,ERF,MIKC_MADS,TALE",4,0.308,Stable,,,11,5
Zm00001eb407550,chr10,7903301,2.233745774212639,2.233745774212639,XP_021301689.1 serine/threonine-protein kinase STY8-like isoform X1 [Sorghum bicolor],Protein tyrosine kinase,Unknown,Signal Transduction,Signal Transduction|Metabolism,"NAC,TALE,WRKY",3,0.763,Stable,,,9,6
Zm00001eb407680,chr10,8604729,2.3016985233742973,2.3016985233742973,XP_021301650.1 tubby-like F-box protein 14 [Sorghum bicolor],Belongs to the TUB family,Unknown,Unknown,Unknown,MYB,1,-0.142,Stable,,,7,10
Zm00001eb413740,chr10,64753637,2.411421748480584,2.411421748480584,XP_021321509.1 uncharacterized protein LOC8071173 isoform X3 [Sorghum bicolor],AICARFT/IMPCHase bienzyme,Unknown,Hormone,Hormone,Dof,1,0.263,Stable,,"ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523",5,13
Zm00001eb414970,chr10,73843917,5.292211561347937,5.292211561347937,XP_002443930.1 haloacid dehalogenase-like hydrolase domain-containing protein 3 [Sorghum bicolor],Haloacid dehalogenase-like hydrolase,Unknown,Signal Transduction,Signal Transduction|Metabolism,"C2H2,CAMTA,TALE,bHLH",4,1.051,Strong up,,,9,6
Zm00001eb415700,chr10,78959457,1.910872253891431,1.910872253891431,XP_002445096.1 nucleolar GTP-binding protein 1 [Sorghum bicolor],Nucleolar GTP-binding protein 1 (NOG1),Unknown,Signal Transduction,Signal Transduction,C2H2,1,0.065,Stable,,"ko03008,map03008",11,5
Zm00001eb416110,chr10,81353777,2.0762577909849704,2.0762577909849704,XP_021320679.1 vesicle-associated protein 1-3-like isoform X1 [Sorghum bicolor],MSP (Major sperm protein) domain,Unknown,Unknown,Unknown,"Dof,ERF,LBD,TCP,WRKY",5,0.722,Stable,,,13,6
Zm00001eb416770,chr10,85117108,2.007903871939698,-2.007903871939698,XP_021319985.1 uncharacterized protein LOC110436801 isoform X1 [Sorghum bicolor],nan,Unknown,Unknown,Unknown,"C2H2,Dof,GRAS,MIKC_MADS,Trihelix",5,-1.41,Strong down,,,9,4
Zm00001eb418090,chr10,92089742,2.353892134412911,-2.353892134412911,XP_002439286.1 1-aminocyclopropane-1-carboxylate oxidase [Sorghum bicolor],Belongs to the iron ascorbate-dependent oxidoreductase family,Unknown,Metabolism,Metabolism|Redox/Stress,"Trihelix,WOX,WRKY",3,0.002,Stable,,"ko00270,ko01100,ko01110,map00270,map01100,map01110",12,6
Zm00001eb418940,chr10,97534549,2.012100027216712,2.012100027216712,XP_002447404.2 fatty acid amide hydrolase [Sorghum bicolor],Amidase,Unknown,Metabolism,Metabolism,"C2H2,TALE",2,1.126,Strong up,,,11,8
